<<<<<<< HEAD
﻿Reviews,Customer Rating,GPT4o,Manual,Gemini 1.5 (Pro)
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Ôk lắm nhà,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",SP rất tốt,5,positive,Positive,positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",tuyệt vời,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Tyydudhđ,5,neutral,Neutral,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Rùng tốt,5,neutral,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Hàng ok,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Rất oke,5,positive,Positive,positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Rất tốt,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Tốt đ,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Tốtt,5,neutral,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Quá ok,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Sp tốt,5,positive,Positive,Positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Cx ổn,5,neutral,Positive,neutral
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Ko hài lòng cho lắm,3,negative,Negative,Neutral
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123","Kết nối kém, ko sạc đc ko nên mua",1,negative,Negative,negative
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Chất lượng sản phẩmổn. Đc,2,neutral,Positive,neutral
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Đỉnh,5,positive,Positive,positive
"Tai nghe chụp tai không dây bluetooth STN28 màu sắc cute,âm thanh ấm bass mạnh- Phụ Kiện 123",Chất lượng,4,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmdùng ok. Nên mua nha mình mua chỉ k thôi sd hơn thág r chưa thấy hư,5,positive,Positive,Neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmcũng được. Tính năng nổi bậtnghe cũng tạm ổn. Tuy hơi nhỏ nhưng phù hợp với giá tiền,5,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","People arent hearing all the music, loa Bluetooth ok. Nhỏ mà được.",5,neutral,Positive,neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Cũng đc tốt vì nó có k thôi uudhbdiorrbbdnryytdyyd,5,neutral,Positive,neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmĐóng gói cẩn thận. Tính năng nổi bậtNghe nhạc. Nghe đc nhạc,có leg xịn xggh",5,neutral,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmdd. Tính năng nổi bậttự dưng vô tình vào shopee cái rước được cái loa k re sip tưởng ship trêu sp bừa hoá ra loa thật,5,neutral,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Hàng về nhanh đẹp mn kết nối Bluetooth sao vậy chỉ e vs ạ e kết nối không được,5,neutral,Negative,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtuyệt vời. Tính năng nổi bậtloa to. Rất đáng đồng tiền bát gạo giao hàng khá nhanh,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Loa tuy nhỏ nhưng âm thanh to và rõ lắm gahkd. Ship hàng nhanh,5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Tính năng nổi bậtđẹp. Chất lượng sản phẩmtốt. hơi rè nhưng vs giá thành thì ok,4,positive,Neutral,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt rẻ đẹp. Sản phẩm cũng tạm được có điều hay bị mất kết nối,5,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Vãi luôn, lần đầu mua hàng mà mất có K, Anh shipper giao hàng mà nản luôn, anh cho luôn chứ không lấy tiền",5,negative,Positive,negative
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Loa bluetooth rất đẹp, mới, xịn xò, kết nối bluetooth dễ dàng, âm nghe rất hay. Hàng giống trong ảnh mô ta, giao đung loai mau đăt. Vì có voucher shopee xu nên mua đc giá khá rẻ. Gói hàng bên ngoài rất cẩn thận. Thời gian giao hàng nhanh",5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","K tin là mua được loa với giá k luôn ngày. Loa nhỏ gọn mini de mang theo ben minh, loa nghe ok lắm",5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Kết nối nhanh,âm thanh rất tring không rè,bass theo mình thì trung bình pin trâu đã sử dụng ngày còn,shop tư vấn nhiệt tìn,giao hàng nhanh đóng gói cẩn thận.sao cho shop.",5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Loa âm lượng to,màu sắc ngoài nhìn đẹp hơn ảnh shop chụp,có đèn led nhìn đẹp lóm.Thẻ nhớ,Bluetooth ổn áp ạ.Thời gian sử dụng cũng tầm hours gì đó.",5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Sản phầm có chất lượng tốt giá thành ổn áp. Phù hợp giá học sinh đang đi học đáng mua với giá này đang sử dụng thấy ổn đấy nó mà thêm âm hay thì tốt quá rồi. giao nhanh anh síp pơ thân thiện,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Giao hàng nhanh,chất lượng sản phẩm tốt, đóng gói sản phẩm đẹp và chắc chắn,mk rất hài lòng,mn nên mua nhea",5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmNgon hơn loa củ. Tính năng nổi bậtÂm thanh rất to. Không ngờ là với cái giá mà lại có cái loa chất lượng đến như vậy,giao hàng rất nhanh,anh shipper nản quá k lấy tiền luôn cơ mà",5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmchât luong. Tính năng nổi bậtnôi bât. Nhân hang rôi. Giao hang nhanh.loa nho đep nghe chât lương lăm luôn a. Lân sau ung hô,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt điem. Tính năng nổi bậtđúng như quảng cáo. HÌNH ẢNH CHỈ MANG TÍNH CHẤT NHẬN XU,5,positive,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Êm lắm nha mn, nên mua á giao hàng nhanh, shops nhiệt tình, quá ok",5,positive,Positive,Neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmổm. Tính năng nổi bậtcác ổ cắm cũng như sd lỏng lẻo dôm dựa. Đại cùi nhưng anh shipper rất ok,1,negative,Negative,negative
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Tính năng nổi bậtđẹp. Sp dùng khá tốt hddhdhdixdhdhddsscv,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Sản phẩm rất tốt ôm thanh ổn đèn lep rất là sáng tuyệt vời,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmổn. Hàng đóng gói cẩn thận, tặng cả hay là nhầm lẫn túi đựng mau, hàng dùng tạm ổn, chất lượng hơi kém nhưng k thì okk nha, mn nên test",5,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmtốt. Tính năng nổi bậthát kết nối đc Bluetooth. Nhỏ gọn nhẹ nghe nhạc rất là trông luôn thích nhất là kết nối đc Bluetooth, thể nhớ cũng sử dụng đc luôn còn về âm lượng thì cũng to điều chỉnh bằng điện thoại, nói chung là rất êm nên mua sẽ ủng hộ shop",5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmrất tốt, đẹp. Tính năng nổi bậtnghe nhạc, phát sáng. Chất lượng sản phẩm tuyệt vời hình ảnh chỉ mang tính chất nhận xu",5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmtốt, rẻ, bổ, ngon, xịn. Tính năng nổi bậtled chạy ổn, loa phát nhạcqmuot k chừn. Đẹp, xịn xó, rẻ, bổ, bnakekammcsamssksnbdbdnddkkdkdkd",5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmok. Tính năng nổi bậtok. Ok,5,neutral,Positive,neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmok. Âm thanh ok. Mua với giá k thôi nhưng sp tốt. To rõ ko rè. Sẽ ủng hộ shop tiếp.,5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmoke. Tính năng nổi bậtđèn đẹp. Loa đẹp, nghe cũng oke trong tầm giá, đèn nhấp nháy đổi màu là điểm nhấn đó, có cái đèn không giống hình mẫu lắm thôi, chỗ mấy phím bấm á",4,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Sản phẩm ooke màu HT pin quá ak.bắt lớn hơi ghè k mà ok.ròi,5,neutral,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmkha ôn. Tính năng nổi bậtthay loa đt. Kha ôn hơp vơi gia tiên nho gon dê xai,3,positive,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",sản phẩm dùng khá ổn ko bị hết shhshsgsgshshshsbssubdsisbbnssussnsskdnxucnxksiuxhxbdduxhxsisưhssdnxnddhhshsbsnssnsnssnssn,5,neutral,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmsản phẩm tuyệt vời dididdbbdbdhdiddidbdbdbddidisbsbsbdbd. Ạiebebdbebqoqosdbbxbxbxninc,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmToots. o mình ko nghĩ là loa Bluetooth chỉ có k mà có thể chất lượng đến vậy cảm ơn shop,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩm sao. Chất lượng tốt đóng gói cận thận nà,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmâm lượng nhỏ. Tính năng nổi bậtđẹp. Đơn hàng đầu tiên mình mua chỉ k, tội anh shipo gọi điện tìm nhà mấy lần, âm lượng nhỏ quá,loa nhẹ lắm, chắc xài hk được bao lâu, mn nên cân nhắc khi mua",5,negative,Negative,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Hàng không giống như hình chụp,hình có nút bấm còn cái này có bám vặn.pin nhanh hết nghệ nhỏ và chói tai",4,negative,Negative,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Sài tốt nha mng mik mua vs giá k nên rất ổn áp nha. Video đồ là mik có bán nha mng ô tiktok mik sẽ thấy vào tcn mik là thấy b mik ạ hoặc kb alo,5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Loa tốt nha nhỏ gọn tiện dụng nè âm thanh vừa đủ ko quá to mua chỉ với que kem thui nè mà hàng xịn xò phết,5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmđúng mô tả. Tính năng nổi bậtnghe nhạc. Đã nhận được hàng, loa nghe lớn, ok với tầm giá, nhưng nghe nhạc thì độ vang k hay lắm nhe. Nhưng mình vậy là ok rồi.",5,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmtốt. Giao hàng nhanh, shipper thân thiện,loa cx ổn nhưng nhỏ hơn mình nghĩ",5,positive,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Đóng gói chắc chắn shipped nhiệt tình thân thiện giao nhanh,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Loa nhỏ gọn nhẹ nhàng có đèn led theo nhạc. đóng gói sản phẩm chắc chắn.,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng tốt nghe đã,5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Tính năng nổi bậtnhạc to nghe rất thích tai. Hình ảnh vd chỉ mang tính chất nhận xu,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmvery good. Sản phẩn dùng khá tốt âm thanh nghe cũng êm taii. Nhỏ mà có võ,5,positive,Positive,positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtỐt. Tính năng nổi bậtloa nghe hay. Giao hàng nhanh. Loa nghe rất ổn nhé. Hình ảnh mang tính chất nhận xu ạ,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Tính năng nổi bậtkhong có. Chất lượng sản phẩmko hay cho lams. Cũng gọi là sắp chống điếc tí nhưng với giá k thì ok,5,negative,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmâm thanh nghe rõ. Tính năng nổi bậtcó thể chỉnh lên bài khác. Mình săn được k cũng quá là ok ko dòi hỏi,5,neutral,Neutral,Positive
